start day,start day of week,Wood ,Sea spray,No EC3,Sn,Sb,EC3,Shipping
2/24/2016,3,6.84381758,14.14967406,46.30049874,27.7392445,4.65380956,293.1327945,4.089076626
2/27/2016,6,3.16568406,13.93376938,28.75215153,56.808554,1.156893776,68.21991813,11.08503706
3/1/2016,2,0,3.01733642,11.35103682,32.4092505,0.510490916,185.2790667,0.34993407
3/4/2016,5,10.23753154,2.28055028,0,2.95798395,2.98536468,44.99915238,4.159331076
3/7/2016,1,10.47308755,22.4750986,0,1.191133665,0.512133168,205.0177857,1.487476282
3/10/2016,4,4.31605559,11.39605196,14.70793782,3.4788589,2.15717076,81.61063092,1.904497776
3/13/2016,7,3.2530768,9.71829902,175.206675,0,2.95834028,51.54710925,5.18143296
3/16/2016,3,0,15.45439,0,24.043276,2.1650702,104.9655516,2.684790534
3/19/2016,6,0.38776316,7.66674778,26.5430751,30.086339,1.278732244,46.54321581,0.644601306
3/22/2016,2,6.71890662,0.892959222,16.13138163,11.67622415,8.3817216,157.2176151,0.363302488
3/25/2016,5,5.84149699,42.2491048,24.64848729,51.738185,1.197783772,0,3.483014904
3/28/2016,1,7.13059607,2.68921612,17.27155011,5.0123298,8.71723992,61.56856797,1.485915072
3/31/2016,4,19.0466748,21.4351628,25.77687717,17.578354,9.66267816,118.9877325,6.73059934
4/9/2016,6,16.5282362,5.41984696,62.8211631,83.5321125,11.18955676,50.3209161,5.25191044
4/12/2016,2,2.89193585,0,14.46058722,0.4172911,0,54.78477186,0.179744338
4/15/2016,5,0,0,225.3952896,0,0,54.99839436,0
4/18/2016,1,24.2194713,32.7709198,0,21.240735,0,204.3000141,7.1904872
4/21/2016,4,32.3712594,39.0151024,64.7057391,1.5009582,4.48646616,23.2848525,6.1868522
4/24/2016,7,0,0,0,0,0,0,0
6/8/2016,3,5.07113785,3.70479032,0,11.11302895,0.114157302,56.41172082,6.12574198
6/11/2016,6,0,12.62753084,25.19560326,14.6777375,2.6328002,0,1.171665802
6/15/2016,3,30.5706095,19.4101048,86.0662302,10.14839595,1.334963784,48.28893888,3.71255738
6/18/2016,6,25.6123633,25.3238832,89.8766073,3.75924735,1.236865212,14.72884413,11.27818104
6/21/2016,2,0,11.1538063,26.26333335,45.1348825,0.516561012,11.76034587,9.68485472
6/24/2016,5,12.4663834,11.94799446,0,17.0906635,0,54.27549582,7.13874424
6/28/2016,2,3.40112774,9.17960314,9.69202101,32.622867,1.385665716,44.92737522,6.57447834
