start day,Wood ,Sea spray,No EC3,Sn,Sb,EC3,Shipping
2016-04-12,14.64624774,12.3080724,50.28674,0,1.475909126,0,4.76630225
2016-04-24,8.52101562,13.0069134,48.412021,0,1.32551481,0,6.11792323
2016-04-30,20.8067706,19.50740532,20.389012,0,1.735374241,20.34643304,3.201325283
2016-05-03,16.848006,11.65073832,0,0.500414867,2.478634898,47.160318,11.95877553
2016-05-06,9.5934702,0,36.527484,0.080980053,0,34.33079548,17.64725777
2016-05-09,22.621512,19.03981716,0.9606492,0.37596682,7.081453697,43.52596884,0.677440319
2016-05-15,0.209854392,4.53018384,47.602653,0.529509806,0.557692852,63.490068,4.90123693
2016-05-18,12.77953002,12.21235236,10.805606,1.340020912,0.019242402,15.51718164,15.85292975
2016-05-21,19.9518192,12.49612416,0,1.116447234,1.556848894,18.37467016,11.7764621
2016-05-24,4.62589248,0.571829825,17.52499,3.22473216,0.20832484,54.0928412,1.435727737
2016-05-27,7.40027622,7.962890832,59.87422,0.468509915,0.431452423,0,10.54006624
2016-05-30,2.01068622,2.989938276,53.20644,0.510440476,0.166785977,43.350043,1.28718588
2016-06-02,35.3970552,23.93001,26.065452,2.389996804,4.248949821,54.1625148,9.86349769
2016-06-05,37.9309008,40.7487834,0,0,7.292145423,0,1.467793675
2016-06-08,7.18321602,3.031445196,24.581158,1.379877878,1.005441872,41.45405016,2.375570525
2016-06-11,17.549391,9.40936464,12.440638,1.18149742,0.670197578,21.56746288,1.592191321
2016-06-14,14.817681,3.493950876,18.652809,0,0.470622459,19.90182838,5.03617161
2016-06-17,30.2614404,15.7175694,60.148536,0.053798506,3.116724299,0,5.37009704
2016-06-20,7.76514408,8.120701836,13.671665,4.024390802,1.321615267,58.4430866,9.62129752
2016-06-23,8.74058604,11.35764864,55.883737,0,0.38912007,0,3.91462184
2016-06-26,1.96373034,9.41021172,69.14936,0.764452732,0,0,4.89365633
2016-06-29,11.93845866,7.071677964,28.427693,0.7299574,0.560835767,49.3245542,5.63958737
